"","date","hits","keyword","geo","time","gprop","category"
"292",2017-04-01,49,"BOA laces","US","2016-01-01 2021-09-21","web",0
"293",2017-05-01,36,"BOA laces","US","2016-01-01 2021-09-21","web",0
"294",2017-06-01,13,"BOA laces","US","2016-01-01 2021-09-21","web",0
"295",2017-07-01,26,"BOA laces","US","2016-01-01 2021-09-21","web",0
"296",2017-08-01,0,"BOA laces","US","2016-01-01 2021-09-21","web",0
"297",2017-09-01,12,"BOA laces","US","2016-01-01 2021-09-21","web",0
"298",2017-10-01,23,"BOA laces","US","2016-01-01 2021-09-21","web",0
"299",2017-11-01,0,"BOA laces","US","2016-01-01 2021-09-21","web",0
"300",2017-12-01,36,"BOA laces","US","2016-01-01 2021-09-21","web",0
"301",2018-01-01,23,"BOA laces","US","2016-01-01 2021-09-21","web",0
"302",2018-02-01,12,"BOA laces","US","2016-01-01 2021-09-21","web",0
"303",2018-03-01,45,"BOA laces","US","2016-01-01 2021-09-21","web",0
"304",2018-04-01,23,"BOA laces","US","2016-01-01 2021-09-21","web",0
"305",2018-05-01,69,"BOA laces","US","2016-01-01 2021-09-21","web",0
"306",2018-06-01,0,"BOA laces","US","2016-01-01 2021-09-21","web",0
"307",2018-07-01,0,"BOA laces","US","2016-01-01 2021-09-21","web",0
"308",2018-08-01,24,"BOA laces","US","2016-01-01 2021-09-21","web",0
"309",2018-09-01,24,"BOA laces","US","2016-01-01 2021-09-21","web",0
"310",2018-10-01,58,"BOA laces","US","2016-01-01 2021-09-21","web",0
"311",2018-11-01,70,"BOA laces","US","2016-01-01 2021-09-21","web",0
"312",2018-12-01,59,"BOA laces","US","2016-01-01 2021-09-21","web",0
"313",2019-01-01,79,"BOA laces","US","2016-01-01 2021-09-21","web",0
"314",2019-02-01,36,"BOA laces","US","2016-01-01 2021-09-21","web",0
"315",2019-03-01,34,"BOA laces","US","2016-01-01 2021-09-21","web",0
"316",2019-04-01,12,"BOA laces","US","2016-01-01 2021-09-21","web",0
"317",2019-05-01,11,"BOA laces","US","2016-01-01 2021-09-21","web",0
"318",2019-06-01,12,"BOA laces","US","2016-01-01 2021-09-21","web",0
"319",2019-07-01,12,"BOA laces","US","2016-01-01 2021-09-21","web",0
"320",2019-08-01,46,"BOA laces","US","2016-01-01 2021-09-21","web",0
"321",2019-09-01,22,"BOA laces","US","2016-01-01 2021-09-21","web",0
"322",2019-10-01,31,"BOA laces","US","2016-01-01 2021-09-21","web",0
"323",2019-11-01,54,"BOA laces","US","2016-01-01 2021-09-21","web",0
"324",2019-12-01,65,"BOA laces","US","2016-01-01 2021-09-21","web",0
"325",2020-01-01,40,"BOA laces","US","2016-01-01 2021-09-21","web",0
"326",2020-02-01,32,"BOA laces","US","2016-01-01 2021-09-21","web",0
"327",2020-03-01,94,"BOA laces","US","2016-01-01 2021-09-21","web",0
"328",2020-04-01,18,"BOA laces","US","2016-01-01 2021-09-21","web",0
"329",2020-05-01,90,"BOA laces","US","2016-01-01 2021-09-21","web",0
"330",2020-06-01,48,"BOA laces","US","2016-01-01 2021-09-21","web",0
"331",2020-07-01,30,"BOA laces","US","2016-01-01 2021-09-21","web",0
"332",2020-08-01,39,"BOA laces","US","2016-01-01 2021-09-21","web",0
"333",2020-09-01,48,"BOA laces","US","2016-01-01 2021-09-21","web",0
"334",2020-10-01,22,"BOA laces","US","2016-01-01 2021-09-21","web",0
"335",2020-11-01,32,"BOA laces","US","2016-01-01 2021-09-21","web",0
"336",2020-12-01,33,"BOA laces","US","2016-01-01 2021-09-21","web",0
"337",2021-01-01,42,"BOA laces","US","2016-01-01 2021-09-21","web",0
"338",2021-02-01,48,"BOA laces","US","2016-01-01 2021-09-21","web",0
"339",2021-03-01,21,"BOA laces","US","2016-01-01 2021-09-21","web",0
"340",2021-04-01,34,"BOA laces","US","2016-01-01 2021-09-21","web",0
"341",2021-05-01,100,"BOA laces","US","2016-01-01 2021-09-21","web",0
"342",2021-06-01,80,"BOA laces","US","2016-01-01 2021-09-21","web",0
"343",2021-07-01,45,"BOA laces","US","2016-01-01 2021-09-21","web",0
"344",2021-08-01,22,"BOA laces","US","2016-01-01 2021-09-21","web",0
"345",2021-09-01,38,"BOA laces","US","2016-01-01 2021-09-21","web",0
"346",2016-01-01,27,"BOA trail","US","2016-01-01 2021-09-21","web",0
"347",2016-02-01,0,"BOA trail","US","2016-01-01 2021-09-21","web",0
"348",2016-03-01,27,"BOA trail","US","2016-01-01 2021-09-21","web",0
"349",2016-04-01,0,"BOA trail","US","2016-01-01 2021-09-21","web",0
"350",2016-05-01,27,"BOA trail","US","2016-01-01 2021-09-21","web",0
"351",2016-06-01,29,"BOA trail","US","2016-01-01 2021-09-21","web",0
"352",2016-07-01,29,"BOA trail","US","2016-01-01 2021-09-21","web",0
